amount,international,new_device,hour,velocity_1h,account_age_days,fraud
52.47,0,1,2,1,976,0
18.05,0,0,8,0,2668,0
13.07,0,1,20,1,2110,0
85.83,0,0,10,0,538,0
44.18,0,0,12,0,1067,0
53.73,0,0,16,0,130,0
37.27,0,0,7,0,148,0
25.4,0,1,19,2,2745,0
22.29,0,0,0,0,1414,0
46.78,0,1,11,1,3218,0
59.91,0,1,14,0,855,0
25.85,0,0,5,0,1173,0
115.67,0,0,18,2,1866,0
23.61,1,0,1,0,1025,0
10.22,0,0,15,1,1677,0
8.12,1,0,15,0,446,0
8.32,1,1,18,1,285,1
20.29,0,0,4,0,3141,0
23.05,1,1,3,1,895,0
43.72,0,0,13,0,372,0
26.58,0,0,23,0,1027,0
48.93,1,0,18,0,1531,0
27.98,0,0,5,0,1769,0
27.37,0,0,9,0,2795,0
18.1,0,0,6,0,3001,0
73.39,0,1,18,0,1065,0
9.28,0,0,12,0,797,0
33.48,0,0,10,0,451,0
23.88,1,0,0,1,577,0
46.86,0,0,15,2,103,0
26.72,0,0,10,0,3,0
27.28,0,0,0,1,1526,1
22.5,0,1,4,2,2213,0
71.9,1,1,17,2,2990,0
27.16,0,1,17,0,1188,0
107.64,0,0,11,0,1055,0
32.8,1,1,18,1,2446,0
27.53,0,1,17,1,2324,0
24.49,0,0,14,0,2519,0
40.24,1,1,5,2,620,0
17.96,0,0,10,1,163,0
30.02,0,0,19,2,1989,0
27.27,0,0,7,3,1527,0
34.04,0,0,15,1,942,0
34.64,0,0,19,1,3533,0
35.92,0,0,12,0,580,0
28.97,0,0,12,0,1004,0
81.31,1,1,4,0,2737,0
36.44,0,0,11,0,1932,0
168.04,0,0,1,0,844,0
28.08,0,0,2,0,1963,0
53.05,0,0,13,0,1530,0
16.31,0,1,5,1,951,0
72.28,0,0,8,1,2449,0
16.56,1,0,8,0,2844,0
37.3,0,1,11,0,250,0
22.53,1,0,16,0,13,0
37.2,1,0,10,0,3296,0
23.0,0,0,20,1,827,0
15.6,0,0,11,1,314,0
22.42,0,1,23,0,2162,0
79.77,0,0,23,1,1177,0
37.6,1,0,10,0,3348,0
11.0,0,1,18,1,3505,0
58.37,0,0,10,2,34,0
14.53,1,0,21,0,699,0
45.62,1,0,18,3,2193,0
39.93,0,0,8,1,1226,0
41.74,1,0,7,0,12,0
99.21,0,0,21,0,1688,0
15.18,0,0,12,0,2273,0
41.58,0,0,16,0,3613,0
65.48,0,1,16,1,1502,0
17.28,0,0,3,1,2881,0
16.09,0,1,5,0,1585,0
22.18,0,0,21,0,2450,0
34.03,1,0,6,1,3531,0
10.1,0,0,20,0,2965,0
39.88,0,0,8,1,2490,0
10.12,0,0,20,1,3020,0
67.04,0,1,13,0,716,0
38.85,0,1,2,1,2905,0
103.46,0,0,6,0,3640,0
43.3,0,0,22,1,3552,0
21.9,1,0,4,0,936,0
15.5,0,1,5,0,1560,0
32.05,0,0,3,1,2503,0
26.54,1,0,14,2,268,0
62.2,1,0,19,0,2483,0
14.15,0,0,22,1,1005,0
111.57,1,0,21,3,3101,0
66.18,0,0,21,1,2240,0
23.51,0,0,21,0,1455,0
95.44,0,0,13,1,182,0
15.67,0,0,19,0,2540,0
31.31,0,1,15,2,1957,0
11.09,0,0,3,0,2284,0
98.75,0,0,0,1,64,0
8.56,1,0,2,1,1592,0
9.89,0,0,8,0,2759,0
17.39,0,0,11,1,3343,0
68.42,0,1,15,0,1281,0
52.9,1,0,12,1,919,0
29.53,0,1,8,0,2577,0
55.33,1,0,17,1,818,0
25.01,0,0,20,0,3242,0
36.44,0,0,5,1,2300,0
86.16,1,0,6,0,3377,1
22.81,0,0,22,0,694,0
15.86,0,0,23,1,306,0
37.68,0,0,7,1,3029,0
45.52,1,0,12,2,1054,0
29.29,0,0,13,1,1239,0
54.73,0,1,15,0,978,0
23.55,0,0,20,0,1537,0
29.64,0,0,2,0,3280,0
35.24,0,0,12,0,2490,0
33.15,0,0,5,1,263,0
83.87,0,0,18,2,3230,0
35.12,1,0,14,0,1610,0
21.92,0,0,17,1,2518,0
39.24,0,0,21,0,1333,0
54.94,0,0,18,1,343,0
46.62,0,0,20,0,1532,0
44.84,0,1,19,0,1233,0
9.5,0,0,15,0,65,0
4.74,0,0,9,0,2737,0
66.2,1,0,8,0,3145,0
36.86,0,0,8,1,3313,0
26.71,0,0,14,0,891,0
44.08,1,1,19,2,2313,0
104.49,0,0,8,2,1941,0
72.93,0,1,13,0,2175,0
53.17,0,0,9,1,2912,0
14.57,0,0,14,0,1384,0
15.96,0,0,19,2,1003,0
5.1,0,1,9,0,1744,0
42.24,0,0,9,0,2429,0
58.91,0,1,4,3,1577,0
62.37,1,1,11,1,1107,0
43.5,0,0,10,0,201,0
24.34,0,0,3,1,2091,0
18.27,1,0,23,1,79,0
15.21,0,1,20,1,1718,0
24.18,1,1,6,0,2253,0
13.67,1,0,22,2,1683,0
92.68,0,0,6,0,1860,0
10.9,1,0,10,1,1012,0
23.62,0,0,3,0,893,0
6.99,0,0,14,0,3083,0
33.37,0,1,11,0,3258,0
27.07,0,0,6,0,585,0
21.12,0,1,6,0,754,0
14.11,0,1,22,0,1303,0
27.16,0,0,16,1,2556,0
18.52,0,0,3,2,225,0
24.64,1,0,3,1,2877,0
106.72,1,0,1,0,25,0
30.59,0,0,5,1,3066,0
39.37,0,0,17,0,149,0
19.59,0,0,1,2,3064,0
15.66,0,1,5,0,3444,0
26.68,0,0,0,3,2898,0
156.45,0,0,15,1,3592,0
22.17,1,1,19,2,1670,0
34.92,0,0,12,1,2342,0
15.18,1,0,21,0,2277,0
3.94,1,0,16,1,42,0
15.6,0,0,18,0,3130,0
143.52,0,0,7,0,2573,0
41.13,0,0,20,0,1534,0
85.51,1,0,15,1,783,0
21.26,0,0,2,0,2448,0
5.21,0,0,1,2,3582,0
12.48,1,0,21,3,582,0
35.8,0,1,6,0,3358,0
32.02,0,1,11,0,2061,0
26.92,0,0,18,2,2879,0
18.71,0,0,18,1,514,0
52.34,1,0,0,0,381,0
19.09,0,1,14,0,2410,0
33.63,0,1,21,1,1034,0
31.09,0,0,8,1,1375,0
20.95,0,0,13,0,2271,0
14.63,0,0,6,1,831,0
20.1,1,0,17,1,1246,0
100.64,0,0,2,0,1316,0
59.07,0,0,12,1,1287,0
55.38,1,0,9,1,2560,0
15.63,1,0,15,1,553,0
9.91,0,0,11,0,3314,0
58.41,1,0,23,1,2613,0
51.08,0,0,23,2,41,0
29.85,0,0,6,0,2062,0
20.92,0,0,0,1,612,0
9.73,0,1,11,1,557,0
49.76,0,0,14,0,2575,0
62.2,1,1,18,2,909,0
16.85,0,0,12,1,2075,0
15.9,0,0,14,2,1037,0
64.63,1,0,0,0,1165,0
17.3,0,0,18,0,2448,0
94.19,0,1,7,1,2378,0
25.12,0,0,9,2,78,0
20.68,0,1,10,0,3165,0
27.98,0,1,1,0,2142,0
20.68,0,1,11,2,941,0
59.64,0,0,9,0,411,0
50.4,0,0,5,2,1772,0
58.07,0,1,5,0,2539,0
30.85,0,0,0,1,75,0
19.7,0,1,21,1,1057,0
26.94,0,0,7,0,3452,0
20.13,1,1,20,0,366,0
75.69,0,1,20,0,2925,0
54.69,0,1,10,0,869,0
25.43,0,0,19,1,1843,0
14.17,0,0,5,1,2786,0
79.73,0,0,4,0,3620,0
29.83,0,0,21,1,2202,0
24.75,1,0,15,0,803,0
80.22,0,0,16,1,298,0
18.97,0,1,22,0,2715,0
21.69,0,0,0,0,2111,0
23.07,0,0,4,1,2808,0
10.79,0,0,23,0,3603,0
33.82,0,1,3,0,3032,0
15.9,0,0,10,0,1830,0
18.18,0,0,0,0,2500,0
16.56,0,0,7,1,2281,0
17.98,0,0,4,0,695,0
15.07,1,0,6,0,1127,0
32.23,1,1,19,0,333,0
24.31,0,0,6,2,1344,0
28.04,1,0,19,1,658,0
140.84,1,1,21,0,3273,0
24.32,0,0,12,2,3132,0
41.41,0,0,12,2,2656,0
44.84,0,0,8,0,1467,0
25.95,0,0,16,0,27,0
32.84,1,0,19,1,1993,0
27.51,0,1,20,0,90,0
31.24,0,1,4,0,92,0
17.98,0,1,16,0,564,0
19.18,0,0,3,1,1793,0
27.44,0,0,11,2,2734,0
6.82,0,1,2,1,1493,0
77.27,0,0,13,1,2829,0
123.05,0,0,20,0,1951,0
30.55,0,0,19,0,3261,0
43.2,0,0,17,1,1369,0
57.79,0,0,13,1,1096,0
10.73,0,0,14,0,275,0
51.92,0,0,2,1,799,0
20.12,0,0,17,2,160,0
134.76,0,0,16,0,633,0
23.77,0,0,3,3,3466,0
51.2,0,0,15,0,1987,0
23.93,0,0,9,0,2203,0
126.18,0,0,12,1,1404,0
18.94,0,0,19,0,2348,0
61.29,0,0,7,0,2052,0
42.04,0,0,22,2,3341,0
35.98,0,0,10,0,2903,0
31.83,1,0,12,0,2010,0
17.0,0,1,0,0,2852,0
4.44,0,0,2,1,2246,0
57.52,1,0,6,1,3630,0
19.26,0,0,23,1,1909,0
61.48,0,1,6,2,3106,0
34.68,0,0,9,1,642,0
62.81,0,1,20,2,614,0
47.53,1,0,7,0,1137,0
4.83,0,0,19,1,3005,0
41.7,1,0,2,1,3227,0
21.32,0,0,3,1,1464,0
61.28,0,0,0,0,1620,0
41.01,0,0,2,1,1785,0
41.35,0,0,14,0,745,0
22.41,0,0,2,0,1960,0
14.31,1,1,14,0,3022,0
20.02,0,1,14,0,2741,0
7.69,1,0,5,0,318,0
17.94,0,1,0,0,1290,0
9.73,0,1,3,1,2334,0
9.91,0,1,3,2,2164,0
29.42,0,0,12,0,2555,0
39.4,0,0,22,0,2727,0
26.52,1,1,10,2,1108,0
19.12,1,0,15,0,1714,0
13.97,0,0,7,0,609,0
21.71,0,0,2,1,2617,0
15.25,0,0,5,1,1636,0
25.95,0,0,11,1,1272,0
9.35,0,0,20,0,2755,0
44.3,0,0,5,0,3423,0
18.23,0,1,23,1,3236,0
35.28,0,0,15,0,492,0
50.45,1,0,8,0,2975,0
34.11,0,0,14,1,2069,0
47.44,1,0,16,1,399,0
6.38,0,0,16,2,1415,0
19.2,0,0,20,0,813,0
58.68,0,1,15,3,942,0
38.72,1,0,0,1,2251,0
98.88,0,0,9,1,1473,0
89.4,0,1,21,0,2591,0
33.44,0,0,4,0,2942,0
22.73,0,0,11,0,31,0
13.86,0,0,12,0,3009,0
19.43,0,1,13,6,520,0
20.37,1,0,20,0,21,0
17.9,1,1,12,1,343,0
14.26,0,1,0,1,185,0
35.91,0,0,5,0,1245,0
88.91,0,0,15,0,3064,0
52.11,0,0,18,1,2484,0
21.63,0,0,15,0,1613,0
55.14,0,1,17,1,3442,0
34.56,0,0,5,0,1778,0
26.35,0,0,2,1,326,0
25.22,0,0,22,1,71,0
23.57,0,0,13,4,1847,0
42.77,1,1,17,1,821,1
29.9,0,0,22,0,1359,0
16.28,0,0,4,0,1129,0
15.74,0,0,20,0,1453,0
33.59,0,0,8,1,3512,0
36.6,0,0,15,1,248,0
21.78,0,0,9,0,398,0
12.28,0,0,4,1,1052,0
65.08,0,1,21,0,2710,0
56.09,0,0,8,1,921,0
6.75,0,0,0,0,909,0
69.25,0,0,3,0,2621,0
23.42,1,0,23,0,2196,0
30.97,1,0,19,0,2342,0
60.14,1,0,15,0,2406,0
86.21,1,0,18,1,2322,0
54.71,0,0,15,0,2027,0
32.1,0,0,21,2,1895,0
10.35,0,0,2,0,2799,0
6.56,0,0,1,0,1248,0
50.13,1,0,16,1,1175,0
69.37,0,1,23,0,889,0
15.33,0,0,13,0,3030,0
22.45,0,0,23,0,41,0
18.36,1,0,9,0,763,0
18.02,0,0,16,2,539,0
57.54,0,0,12,0,1363,0
31.59,0,0,21,0,802,0
23.09,0,1,15,0,1844,0
174.21,0,0,10,2,3560,0
9.93,0,0,5,0,1559,0
39.79,0,0,7,2,3542,0
13.01,0,0,1,3,1127,0
24.28,0,0,3,0,2801,0
30.09,1,1,12,1,503,0
48.97,0,0,0,1,2227,0
22.58,0,1,11,0,2742,0
20.97,0,0,1,1,2441,0
22.3,1,0,3,0,3422,0
12.73,0,0,16,2,2192,0
42.21,0,0,0,0,2140,0
33.01,1,0,8,1,2360,0
36.77,0,0,4,2,1290,0
25.82,0,0,1,0,800,0
23.69,0,0,4,0,3304,0
61.74,0,0,2,0,3564,0
55.44,1,0,1,1,3399,0
72.99,0,0,15,2,2761,0
35.19,1,0,2,1,815,0
69.89,1,0,22,1,854,0
20.26,0,0,11,0,1129,0
23.56,0,0,9,2,1874,0
62.59,0,0,21,2,861,0
48.93,1,1,18,3,2880,0
22.12,0,0,10,0,308,0
13.03,0,0,23,0,3325,0
23.51,1,1,12,0,1651,0
16.79,0,0,16,2,1401,0
90.66,1,1,23,0,1643,0
46.16,0,0,17,1,1765,0
15.86,0,0,14,2,2013,0
13.05,0,1,14,0,1131,0
15.72,0,0,15,1,1109,0
18.34,0,0,23,2,1374,0
24.13,0,0,16,1,569,0
59.16,0,1,7,0,831,0
13.78,1,0,0,0,1528,0
134.65,0,0,18,1,109,0
14.01,0,0,11,1,1532,0
10.11,0,1,9,0,1519,0
88.39,0,0,22,2,9,0
68.37,0,0,3,0,1717,0
23.86,0,1,0,1,2415,0
35.41,0,0,17,1,2846,0
36.04,0,0,22,1,1413,0
29.84,0,0,19,0,1907,0
10.94,1,0,20,1,286,0
4.77,0,0,20,1,1191,0
15.01,0,0,16,1,2422,0
96.67,0,0,22,0,1690,0
99.36,1,1,8,0,3482,0
22.57,1,0,17,0,2905,0
13.87,0,0,2,1,3310,0
32.94,0,0,12,0,1755,0
36.87,0,1,6,0,279,0
41.29,0,0,22,1,2026,0
4.62,0,0,10,0,3452,0
247.26,0,0,5,1,631,0
59.9,0,1,13,1,3505,0
23.61,1,1,1,1,27,0
16.4,0,0,3,2,2241,0
54.12,0,0,10,1,3393,0
38.35,0,0,15,0,770,0
28.92,1,0,13,2,978,0
37.37,0,0,1,0,2946,0
25.06,0,0,16,0,1268,0
35.92,0,0,1,1,2391,0
45.08,0,0,19,1,419,0
34.48,0,1,0,1,2452,0
33.24,1,0,0,0,1872,0
71.88,0,1,12,2,1827,0
8.86,0,0,19,1,2690,0
15.51,0,0,18,0,1634,0
27.62,0,1,14,0,2504,0
16.27,1,0,4,0,1554,0
20.55,0,0,22,1,3122,0
66.78,0,0,0,0,2029,0
24.43,0,1,8,1,1045,0
7.53,0,0,18,0,3207,0
20.16,1,0,14,0,1148,0
28.24,0,0,18,1,3439,0
27.88,1,0,18,4,3524,0
40.01,0,0,22,2,2036,0
37.79,1,1,12,0,1666,0
24.6,1,0,19,1,969,0
11.76,0,0,3,2,3045,0
19.91,0,0,4,0,980,0
17.53,0,1,1,0,2231,0
22.21,0,0,4,0,2934,0
43.98,0,0,2,1,660,0
35.98,0,0,19,0,630,0
48.27,1,0,11,1,3494,0
20.72,0,0,10,0,3604,0
77.93,1,0,15,0,1184,0
43.42,0,0,8,1,847,0
29.33,0,0,13,0,2342,0
41.36,0,0,0,0,2129,0
16.89,0,0,17,2,928,0
6.2,0,0,20,1,786,0
17.73,0,0,0,2,2101,0
45.75,1,0,1,0,1003,0
28.68,0,1,3,0,1975,0
24.64,0,0,14,1,2509,0
14.98,0,0,18,0,952,0
6.9,0,0,19,2,2086,0
73.51,0,1,18,1,3609,0
23.44,1,0,13,5,1962,0
20.07,0,0,16,1,513,0
16.94,0,1,6,0,2682,0
65.25,0,0,17,0,1616,0
50.25,1,0,4,1,2615,0
13.78,0,0,23,1,114,0
61.26,0,0,1,0,2597,0
24.49,0,0,22,0,2491,0
17.68,0,0,11,0,13,0
22.08,0,0,15,0,1686,0
15.67,0,0,3,1,1715,0
10.76,0,0,7,1,2044,0
46.68,0,0,20,2,2249,0
23.23,1,0,0,0,2549,0
41.76,1,0,4,2,3334,0
33.15,0,0,15,1,2788,0
39.8,0,0,19,0,1133,0
6.47,1,0,10,0,3525,0
14.78,0,1,2,1,1745,0
40.39,1,0,3,1,3153,0
11.11,0,0,21,0,1771,0
35.2,0,1,5,0,1181,0
10.24,0,0,13,0,2638,0
27.43,1,1,22,2,2654,0
83.68,0,0,9,0,440,0
46.63,0,0,1,0,277,0
7.42,0,0,19,1,2766,0
49.1,1,0,18,1,497,0
97.08,0,0,15,1,1675,0
192.08,1,0,21,1,1677,0
37.81,0,0,18,0,1603,0
10.43,1,1,16,0,1677,0
36.76,0,0,8,1,3470,0
82.87,0,0,1,2,1845,0
23.78,0,0,17,0,3167,0
56.27,0,0,20,0,1734,0
15.06,0,1,16,3,1722,0
35.19,0,0,15,1,2341,0
